Tree,Linearisation
"ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (ComplV2 thand_V2 (Deverb15 PPos (UseV dl_V))))))) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""amasamishi""))) (OneChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop they6_Pron)) (CopNPAssoc (DetCN (DetNum NumSg) (UseN ju_11_N))))))))))",ngithanda ukudla amasamishi anoju
"ChunkPhr (PlusChunk (VP_Chunker (VP_Main_Chunk TPresTemp PPos (ProDrop i_Pron) (UseV thand_V))) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""ijusi""))) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""yama-orintshi""))) (PlusChunk (VP_Chunker (VP_Main_Chunk TPresTemp PPos (ProDrop they6_Pron) (ComplV2 and_V2 (UsePron (ProDrop it7_Pron))))) (OneChunk (NP_Chunker (NP_Nom_Reduced_Chunk (Deverb15 PPos (UseV khanyw_V)))))))))",ngithanda ijusi yama-orintshi asanda kukhanywa
"ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TFutTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (ComplV2 phendul_V2 (UsePron (ProDrop we_Pron))))))) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""isiteki""))) (PlusChunk (VP_Chunker (VP_Main_Chunk TPresTemp PPos (ProDrop she_Pron) (UseV m_V))) (OneChunk (Symb_Chunker (Symb_Chunk (MkSymb ""sesivuthwa"")))))))",ngizosiphendula isiteki uma sesivuthwa
"ChunkPhr (PlusChunk (V_Chunker (V_e_Chunk angek_V)) (PlusChunk (Phr_Chunker (Phr_Chunk (PhrUtt NoPConj (UttImpSg PPos (ImpVP (ComplV2 sondel_V2 (UsePron (ProDrop i_Pron))))) (VocNP (RelNP (DetCN (DetNum NumSg) (UseN hlobo_9_10_N)) (UseRCl TPastTemp PPos (RelVPShort IdRP (UseV duz_V)))))))) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""kwalowa""))) (PlusChunk (NP_Chunker (NP_Nom_Reduced_Chunk (DetCN (DetNum NumSg) (UseN fula_3_4_N)))) (PlusChunk (S_Chunker (S_Chunk (ExistNP (DetCN (DetNum NumPl) (UseN ba_1a_2a_N))))) (OneChunk (VP_Chunker (VP_Main_Short_Chunk TPresTemp PPos (ProDrop i_Pron) (AdvVP (ComplVS az_VS (UseCl TPresTemp PPos (PredVP (Deverb15 PPos (UseV th_V)) (CopNPAssoc (DetCN (DetNum NumPl) (UseN gwenya_9_10_N)))))) phakathi_Adv)))))))))",angeke ngisondele nhlobo eduze kwalowa mfula ngoba ngiyazi ukuthi kunezingwenya phakathi
ExtPhrConj (PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (CopNPAssoc (DetCN (DetNum NumSg) (PossNP (UseN qiniseko_7_8_N) (Deverb15 PPos (UseV th_V)))))))) NoVoc) (PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (ComplVS bon_VS (AdvS (LocAdvNPAdv (NPAdv (DetCN (DetNum NumSg) (UseN poki_7_8_N))) (DetCN (DetNum NumSg) (UseN suku_14_N))) (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop they_Pron)) (CopNP (DetCN (DetNum NumSg) (UseN zolo_5_6_N)))))))))) NoVoc),nginesiqiniseko sokuthi ngibone isipoki ebusuku bayizolo
"ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (CopNPAssoc (DetCN (DetNum NumSg) (PossNP (UseN qiniseko_7_8_N) (Deverb15 PPos (UseV th_V))))))))) (PlusChunk (S_Chunker (S_Chunk (UseCl TRemPastTemp PPos (PredVP (UsePron (ProDrop it3_Pron)) (ComplV2 qalekis_V2 (UsePron (ProDrop i_Pron))))))) (PlusChunk dash_Chunk (PlusChunk (NP_Chunker (NP_Nom_Reduced_Chunk (RelNP (ExtConjNP (DetCN (DetNum NumSg) (UseN gibe_9_10_N)) with_Conj (DetCN (DetNum NumPl) (UseN shwa_5_6_N))) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA ningi_A))))))) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""kamuva""))) (OneChunk (Adv_Chunker (Adv_Chunk nje_Adv))))))))",nginesiqiniseko sokuthi wangiqalekisa - ngibe namashwa amaningi kamuva nje
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (AdvVP (AdvVP (ComplV2 fudumez_V2 (UsePron (ProDrop they10_Pron))) (InstrNPAdv (Deverb15 PPos (UseV m_V)))) (LocAdvAdv (LocAdvNP (LocNAdv phambi_LocN) (DetCN (DetNum NumSg) (UseN langa_5_6_N)))))))) NoVoc,ngizifudumeza ngokuma phambi kwelanga
"ExtPhrConj (PhrUtt NoPConj (UttImpSg PNeg (ImpVP (ComplV2 limaz_V2 (UsePron (ProDrop they6_Pron))))) NoVoc) (ChunkPhr (PlusChunk (CN_Chunker (CN_Pl_Chunk (PossNP (UseN zinyo_5_6_N) (UsePron it17_Pron)))) (PlusChunk (VP_Chunker (VP_Main_Chunk TPresTemp PPos (ProDrop he_Pron) (UseV m_V))) (PlusChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop he_Pron)) (ComplV2 lum_V2 (DetCN (DetNum NumSg) (UseN thelo_7_8_N))))))) (OneChunk (Symb_Chunker (Symb_Chunk (MkSymb ""esinenendumbuluzi""))))))))",ungawalimazi amazinyo akho uma uluma isithelo esinenendumbuluzi
PhrUtt NoPConj (UttImpSg PNeg (ImpVP (AdvVP (AdvVP (ComplV2 m_V2 (RelNP (UsePron (ProDrop they4_Pron)) (UseRCl TPastTemp PPos (RelVPShort IdRP (UseV duz_V))))) kakhulu_Adv) (KwaNPAdv (DetCN (DetNum NumSg) (UseN wa_5_6_N)))))) NoVoc,ungami eduze kakhulu kwewa
PhrUtt NoPConj (UttImpSg PPos (ImpVP (AdvVP (ComplV2 dweb_V2 (RelNP (DetCN (DetNum NumSg) (UseN gqa_3_4_N)) (UseRCl TPresTemp PPos (RelVPShort IdRP (UseVStative qond_V))))) (LocAdvAdv (LocNPAdv (RelNP (DetCN (DetNum NumSg) (UseN phendulo_9_10_N)) (UseRCl TPresTemp PPos (RelVPShort IdRP (UseVStative fanel_V))))))))) NoVoc,dweba umugqa oqondile empendulweni efanele
"ChunkPhr (PlusChunk (CN_Chunker (CN_Sg_Chunk (PossNP (UseN nyombo_3_4_N) (DetCN (DetNum NumSg) (UseN hlamvu_11_10_N))))) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""lommbila""))) (PlusChunk (RS_Chunker (RS_Chunk (ProDrop youSg_Pron) (UseRCl TPastTemp PPos (RelVPShort IdRP (ComplV2 omisiw_V2 (UsePron (ProDrop they6_Pron))))))) (PlusChunk (VP_Chunker (VP_Main_Chunk TPresTemp PPos (ProDrop youSg_Pron) (UseV setshenziselw_V))) (PlusChunk (VP_Chunker (VP_Main_Chunk TPresTemp PPos (ProDrop it3_Pron) (ComplV2 enz_V2 (UsePron (ProDrop it17_Pron))))) (OneChunk (Symb_Chunker (Symb_Chunk (MkSymb ""uphophukhoni"")))))))))",umnyombo wohlamvu lommbila owomisiwe usetshenziselwa ukwenza uphophukhoni
"ChunkPhr (PlusChunk (Imp_Chunker (Imp_Sg_Pos_Chunk (ImpVP (UseV shayel_V)))) (PlusChunk (VP_Chunker (VP_Main_Chunk TPastTemp PPos (ProDrop she_Pron) (UseV y_V))) (PlusChunk (NP_Chunker (NP_Gen_Chunk (ProDrop they6_Pron) (DetCN (DetNum NumSg) (UseN nyakatho_5_N)))) (PlusChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop it3_Pron)) (CopAP (PositA ze_R)))))) (PlusChunk (VP_Chunker (VP_Main_Chunk TPastTemp PPos (ProDrop she_Pron) (UseV fik_V))) (OneChunk (Symb_Chunker (Symb_Chunk (MkSymb ""emarobhothini"")))))))))",shayela uye enyakatho uze ufike emarobhothini
PhrUtt NoPConj (UttS (AdvS (InstrNPAdv (Deverb15 PPos (UseV shesh_V))) (UseCl TPastTemp PPos (PredVP (UsePron (ProDrop it3_Pron)) (AdvVP (ComplV2 elel_V2 (UsePron (ProDrop they6_Pron))) (LocAdvAdv (LocAdvNP (LocNNgaAdv phesheya_LocN) (DetCN (DetNum NumSg) (UseN gwaqo_3_4_N))))))))) NoVoc,ngokushesha uwelele ngaphesheya komgwaqo
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN jantshi_1a_2a_N) (DetCN (DetNum NumSg) (UseN timela_7_8_N)))) (AdvVP (UseV enziw_V) (InstrNPAdv (DetCN (DetNum NumSg) (UseN nsimbi_9_10_N))))))) NoVoc,ujantshi wesitimela wenziwe ngensimbi
PhrUtt NoPConj (UttImpSg PPos (ImpVP (AdvVP (ComplV2 hlukanis_V2 (DetCN (DetNum NumSg) (UseN kolweni_11_N))) (LocAdvAdv (LocNPAdv (DetCN (DetNum NumPl) (UseN khobe_9_N))))))) NoVoc,hlukanisa ukolweni emakhobeni
"ChunkPhr (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""phaquzisa""))) (PlusChunk (N_Chunker (N_Sg_Chunk mata_1a_2a_N)) (OneChunk (VP_Chunker (VP_Inf_Chunk PPos (ComplV2 sus_V2 (DetCN (DetNum NumSg) (UseN thuli_11_10_N))))))))",phaquzisa umata ukususa uthuli
ExtPhrConj (PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (UsePron (ProDrop youSg_Pron)) (ComplV2 hlanz_V2 (DetCN (DetNum NumSg) (PossNP (UseN qu_7_8_N) (DetCN (DetNum NumSg) (UseN payipi_5_6_N)))))))) NoVoc) (PhrUtt NoPConj (UttS (ExistNP (AdvNP (UsePron (ProDrop it17_Pron)) (NPAdv (RelNP (UsePron (ProDrop we_Pron)) (UseRCl TPresTemp PPos (RelVPShort IdRP (UseV hlanz_V)))))))) (VocNP (DetCN (DetNum NumSg) (UseN payipi_5_6_N)))),uhlanze isiqu sepayipi ngesihlanza payipi
"ChunkPhr (PlusChunk (VP_Chunker (VP_Main_Chunk TPresTemp PPos (ProDrop he_Pron) (UseV m_V))) (PlusChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop he_Pron)) (ComplV2 thol_V2 (DetCN (DetNum NumPl) (PossNPLoc (UseN mbaza_9_10_N) (DetCN (DetNum NumSg) (UseN fula_3_4_N))))))))) (PlusChunk (NP_Chunker (NP_Loc_Chunk (DetCN (DetNum NumPl) (UseN dwala_5_6_N)))) (PlusChunk comma_Chunk (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""ungazipheka""))) (PlusChunk (Imp_Chunker (Imp_Sg_Pos_Chunk (ImpVP (ComplV2 es_V2 (UsePron (ProDrop they_Pron)))))) (OneChunk (VP_Chunker (VP_Main_Chunk TPresTemp PPos (ProDrop it3_Pron) (ComplV2 dl_V2 (UsePron (ProDrop they8_Pron))))))))))))","uma uthola izimbaza zasemfuleni emadwaleni, ungazipheka bese uzidla"
"ChunkPhr (PlusChunk (VP_Chunker (VP_Main_Chunk TPresTemp PPos (ProDrop youSg_Pron) (UseV m_V))) (PlusChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop youSg_Pron)) (AdvVP (UseV bhek_V) (LocAdvAdv (LocAdvNP (LocNAdv phakathi_LocN) (DetCN (DetNum NumSg) (PossNP (UseN dumba_3_4_N) (DetCN (DetNum NumSg) (PossNP (UseN hlamvu_9_10_N) (DetCN (DetNum NumSg) (PossNP (UseN hlahla_7_8_N) (DetCN (DetNum NumSg) (UseN kotini_1a_2a_N))))))))))))))) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""ungawudonsa""))) (OneChunk (N_Chunker (N_Sg_Chunk silika_1a_2a_N))))))",uma ubheka phakathi komdumba wenhlamvu yesihlahla sikakotini ungawudonsa usilika
"ChunkPhr (PlusChunk (VP_Chunker (VP_Main_Chunk TPresTemp PPos (ProDrop youSg_Pron) (UseV m_V))) (PlusChunk (VP_Chunker (VP_Main_Chunk TPresTemp PPos (ProDrop it3_Pron) (UseV tshal_V))) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""impandesigaxa""))) (PlusChunk (RS_Chunker (RS_Chunk (ProDrop it9_Pron) (UseRCl TPresTemp PPos (RelVPShort IdRP (ComplV2 sik_V2 (UsePron (ProDrop it14_Pron))))))) (PlusChunk comma_Chunk (PlusChunk (S_Chunker (S_Chunk (UseCl TFutTemp PPos (PredVP (UsePron (ProDrop they8_Pron)) (UseVStative qhakaz_V))))) (OneChunk (Symb_Chunker (Symb_Chunk (MkSymb ""entswasanhlobo""))))))))))","uma utshala impandesigaxa ebusika, zizoqhakaza entswasanhlobo"
ChunkPhr (PlusChunk (VP_Chunker (VP_Main_Chunk TPresTemp PPos (ProDrop he_Pron) (UseV m_V))) (PlusChunk (VP_Chunker (VP_Main_Chunk TPresTemp PPos (ProDrop it3_Pron) (UseV hlal_V))) (PlusChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop it3_Pron)) (CopAP (PositA thule_R)))))) (PlusChunk comma_Chunk (PlusChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop he_Pron)) (CopNP (RelNP (UsePron (ProDrop they6_Pron)) (UseRCl TPresTemp PPos (RelVPShort IdRP (ComplV2 bon_V2 (DetCN (DetNum NumSg) (UseN nwabu_11_10_N))))))))))) (OneChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop it5_Pron)) (AdvVP (ComplV2 bamb_V2 (DetCN (DetNum NumPl) (UseN mpukane_9_10_N))) (InstrNPAdv (RelNP (DetCN (DetNum NumSg) (PossNP (UseN limi_11_10_N) (UsePron it11_Pron))) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA de_A))))))))))))))))),"uma uhlala uthule, ungabona unwabu libamba izimpukane ngolimi lwalo olude"
ExtPhrConj (ExtPhrConj (PhrUtt NoPConj (UttS (UseCl TFutTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (ComplV2 phos_V2 (DetCN (DetNum NumSg) (UseN bhola_5_6_N)))))) NoVoc) (PhrUtt NoPConj (UttImpSg PPos (ImpVP (ComplV2 es_V2 (UsePron (ProDrop they_Pron))))) NoVoc)) (PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop it3_Pron)) (ComplV2 nqak_V2 (UsePron (ProDrop it5_Pron)))))) NoVoc),ngizophosa ibhola bese uyalinqaka
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN khukhula_7_8_N)) (AdvVP (ComplV2 dal_V2 (Deverb15 PPos (UseV qhum_V))) (LocAdvNPAdv (KwaNPAdv (DetCN (DetNum NumPl) (UseN nzi_6_N))) (DetCN (DetNum NumSg) (PossNP (UseN donga_11_10_N) (DetCN (DetNum NumSg) (UseN damu_5_6_N))))))))) NoVoc,izikhukhula zadala ukuqhuma kwamanzi odongeni lwedamu
ExtPhrConj (PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN nzi_6_N)) (UseV band_V)))) NoVoc) (PhrUtt NoPConj (UttS (UseCl TRemPastTemp PPos (PredVP (UsePron (ProDrop they6_Pron)) (AdvVP (AdvVP (ComplV2 eph_V2 (UsePron (ProDrop youSg_Pron))) (KuNPAdv (DetCN (DetNum NumSg) (UseN mnandi_1a_2a_N)))) (KuAdvNPAdv (NPAdv (Deverb15 PPos (UseV bhukud_V))) (UsePron they6_Pron)))))) NoVoc),amanzi ayabanda kepha kumnandi ukubhukuda kuwo
"ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TFutTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN nzi_6_N)) (UseVStative gelez_V))))) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""ngaleli""))) (OneChunk (NP_Chunker (NP_Nom_Reduced_Chunk (RelNP (DetCN (DetNum NumSg) (UseN payipi_5_6_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA sha_A))))))))))",amanzi azogeleza ngaleli payipi elisha
ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN phophoma_9_10_N)) (AdvVP (ComplV2 enz_V2 (DetCN (DetNum NumSg) (RelN (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA khulu_A)))) sindo_3_4_N))) (LocAdvNPAdv (ConjNAdv where_ConjN (UseCl TRemPastTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN nzi_6_N)) (UseV ehlel_V)))) (RelNP (DetCN (DetNum NumPl) (UseN dwala_5_6_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopNP (UsePron (ProDrop they_Pron)))))))))))) (OneChunk (NP_Chunker (NP_Gen_Chunk (ProDrop they6_Pron) (DetCN (DetNum NumSg) (UseN zansi_5_6_N)))))),impophoma yenza omkhulu umsindo lapho amanzi ehlela emadwaleni angezansi
"ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN mo_7_8_N) (DetCN (DetNum NumSg) (UseN zulu_5_N)))) (CopAP (PositA hle_A)))))) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""ngokwedlulele""))) (OneChunk (Adv_Chunker (Adv_Chunk namuhla_Adv)))))",isimo sezulu sihle ngokwedlulele namuhla
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN bhubesi_5_6_N)) (AdvVP (AdvVP (AdvVP (ComplV2 xosh_V2 (DetCN (DetNum NumSg) (UseN phisi_9_10_N))) kude_Adv) (NaNPAdv (Deverb15 PPos (UseV bulal_V)))) (KwaNPAdv (UsePron it3_Pron)))))) NoVoc,amabhubesi axosha impisi kude nokubulala kwawo
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PPos (PredVP (RelNP (DetCN (DetNum NumSg) (UseN sumpa_9_10_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA ncane_A))))) (AdvVP (UseV gijim_V) (LocAdvNPAdv (NaNPAdv (DetCN (DetNum NumSg) (PossNP (UseN sila_3_4_N) (UsePron they4_Pron)))) (DetCN (DetNum NumSg) (UseN moya_3_4_N))))))) NoVoc,insumpa encane yagijima nomsila wayo emoyeni
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN mbila_7_8_N)) (AdvVP (UseV gcinw_V) (LocAdvAdv (LocNPAdv (ExtConjNP (DetCN (DetNum NumSg) (UseN simu_9_6_N)) with_Conj (DetCN (DetNum NumPl) (UseN thole_5_6_N))))))))) NoVoc,izimbila zigcinwa ensimini namathole
ChunkPhr (PlusChunk (N_Chunker (N_Sg_Chunk nyama_9_10_N)) (PlusChunk (S_Chunker (S_Chunk (UseCl TRemPastTemp PPos (PredVP (UsePron (ProDrop it17_Pron)) (CopNP (UsePron (ProDrop she_Pron))))))) (PlusChunk (V_Chunker (V_i_Chunk ath_V)) (OneChunk (VP_Chunker (VP_Main_Short_Chunk TPresTemp PPos (ProDrop it9_Pron) (AdvVP (UseV hamb_V) (InstrNPAdv (DetCN (DetNum NumSg) (PossNP (UseN nxa_9_10_N) (RelNP (DetCN (DetNum NumPl) (EmphCN (PredetN (QuantPredet all_QuantStem) phethu_9_10_N))) (UseRCl TRemPastTemp PPos (RelVP IdRP (CopLocative (LocAdvLoc (LocNPAdv (UsePron they4_Pron))))))))))))))))),inyama kwakungathi iyahamba ngenxa yazo zonke izimpethu ezazikuyo
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN ngqongqoshe_1a_2a_N)) (AdvVP (UseV khulum_V) (InstrNPAdv (DetCN (DetNum NumSg) (PossNP (UseN profetho_7_8_N) (DetCN (DetNum NumSg) (UseN omiso_7_N))))))))) NoVoc,ungqongqoshe ukhulume ngesiprofetho sesomiso
"ChunkPhr (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""ungasehlisa""))) (PlusChunk (N_Chunker (N_Sg_Chunk hlalo_7_8_N)) (PlusChunk (VP_Chunker (VP_Main_Chunk TPastTemp PPos (ProDrop youSg_Pron) (ComplV2 z_V2 (UsePron (ProDrop youSg_Pron))))) (OneChunk (VP_Chunker (VP_Main_Chunk TPastTemp PPos (ProDrop she_Pron) (UseV nethezek_V)))))))",ungasehlisa isihlalo ukuze unethezeke
"ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN nambuzane_7_8_N)) (ComplV2 sebenzis_V2 (DetCN (DetNum NumSg) (UseN gxolo_5_6_N))))))) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""lwalesi""))) (PlusChunk (NP_Chunker (NP_Nom_Reduced_Chunk (DetCN (DetNum NumSg) (UseN hlahla_7_8_N)))) (OneChunk (Symb_Chunker (Symb_Chunk (MkSymb ""njengesidleke"")))))))",izinambuzane zisebenzisa igxolo lwalesi sihlahla njengesidleke
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN bankwa_7_8_N)) (AdvVP (ComplV2 fudumez_V2 (UsePron (ProDrop they8_Pron))) (LocAdvAdv (LocNPAdv (RelNP (DetCN (DetNum NumPl) (UseN tshe_5_6_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopNPAssoc (DetCN (DetNum NumSg) (UseN anga_6_N)))))))))))) NoVoc,isibankwa sizifudumeza ematsheni anelanga
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN bhubesi_5_6_N) (DetCN (DetNum NumSg) (UseN lisa_7_N)))) (AdvVP (UseV bonakal_V) (InstrNPAdv (DetCN (DetNum NumSg) (UseN hlwenga_3_4_N))))))) NoVoc,ibhubesi lesilisa libonakala ngomhlwenga
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN sebe_11_N) (DetCN (DetNum NumSg) (UseN fula_3_4_N)))) (ComplV2 gcwal_V2 (DetCN (DetNum NumSg) (PossNP (UseN khondo_3_4_N) (RelNP (DetCN (DetNum NumPl) (UseN lwane_7_8_N)) (UseRCl TPastTemp PPos (RelVPShort IdRP (AdvVP (UseV dlul_V) lapho_Adv)))))))))) NoVoc,usebe lomfula lugcwele umkhondo wezilwane ezidlule lapho
ChunkPhr (PlusChunk (CN_Chunker (CN_Sg_Chunk (PossNP (UseN kati_5_6_N) (UsePron we_Pron)))) (PlusChunk (VP_Chunker (VP_Main_Chunk TPresTemp PPos (ProDrop it5_Pron) (UseV lal_V))) (PlusChunk (NP_Chunker (NP_Gen_Chunk (ProDrop they6_Pron) (DetCN (DetNum NumSg) (UseN mini_9_10_N)))) (PlusChunk (Imp_Chunker (Imp_Sg_Pos_Chunk (ImpVP (ComplV2 es_V2 (UsePron (ProDrop they_Pron)))))) (PlusChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop it5_Pron)) (UseV zingel_V))))) (OneChunk (NP_Chunker (NP_Loc_Chunk (DetCN (DetNum NumSg) (UseN suku_14_N)))))))))),ikati lethu lilala emini bese liyazingela ebusuku
ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN ja_9_10_N) (UsePron we_Pron))) (AdvVP (ComplV2 dlalis_V2 (DetCN (DetNum NumSg) (PossNP (UseN sila_3_4_N) (UsePron they4_Pron)))) lapho_Adv))))) (OneChunk (VP_Chunker (VP_Main_Chunk TPastTemp PPos (ProDrop it9_Pron) (UseV jabul_V))))),inja yethu idlalisa umsila wayo lapho ijabule
ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN ndlu_9_10_N) (UsePron we_Pron))) (UseVStative hlanzek_V))))) (PlusChunk (V_Chunker (V_i_Chunk futh_V)) (OneChunk (S_Chunker (S_Chunk (UseCl TPastTemp PPos (PredVP (UsePron (ProDrop it9_Pron)) (ComplV2 lungel_V2 (DetCN (DetNum NumSg) (PossNP (UseN vakashi_7_8_N) (UsePron we_Pron))))))))))),indlu yethu ihlanzekile futhi ilungele isivakashi sethu
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN qhude_5_6_N) (UsePron we_Pron))) (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN kamu_5_6_N)) (UseRCl TPresTemp PPos (RelVP IdRP (AdvVP (CopAP (PositA bomvu_R)) (InstrNPAdv (Deverb15 PPos (UseVStative gqam_V))))))))))) NoVoc,iqhude lethu linekamu elibomvu ngokugqamile
"ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TRemPastTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN tafula_5_6_N) (UsePron we_Pron))) (AdvVP (UseV enziw_V) (InstrAdvNPAdv (InstrNPAdv (DetCN (DetNum NumSg) (UseN khuni_11_10_N))) (DetCN (DetNum NumSg) (UseN hlahla_7_8_N)))))))) (OneChunk (Symb_Chunker (Symb_Chunk (MkSymb ""samahogani"")))))",itafula lethu lenziwa ngokhuni ngesihlahla samahogani
ChunkPhr (PlusChunk (VP_Chunker (VP_Main_Chunk TPastTemp PPos (ProDrop they4_Pron) (ComplV2 ab_V2 (UsePron (ProDrop i_Pron))))) (PlusChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumPl) (RelN (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA nye_A)))) ntu_1_2_N)) (UseVStative sayin_V))))) (OneChunk questmark_Chunk))),ingabe abanye abantu basayinile?
ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop he_Pron)) (ComplV2 hlal_V2 (RelNP (UsePron (ProDrop we_Pron)) (UseRCl TPresTemp PPos (RelVPShort IdRP (ComplV2 tshel_V2 (RelNP (DetCN (DetNum NumPl) (UseN hlaya_5_6_N)) (UseRCl TPresTemp PPos (RelVP IdRP (UseV hlekis_V))))))))))))) (PlusChunk (V_Chunker (V_i_Chunk futh_V)) (OneChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop youSg_Pron)) (ComplV2 hlekis_V2 (UsePron (ProDrop it7_Pron)))))))))),uhlala esitshela amahlaya ahlekisayo futhi uyasihlekisa
